200,1377,
201,1377,
202,1377,
203,1377,
204,1377,
205,1377,
206,1377,
207,1377,
208,1377,
209,1377,
210,1377,
211,1377,
212,1377,
213,1377,
214,1377,
215,1377,
216,1377,
217,1377,
218,1377,
219,1377,
220,1377,
221,1377,
222,1377,
223,1377,
224,1377,
225,1377,
226,1377,
227,1377,
228,1377,
229,1377,
230,1377,
231,1377,
232,1377,
233,1377,
234,1377,
235,1377,
236,1377,
237,1377,
238,1377,
239,1377,
240,1377,
241,1377,
242,1377,
243,1377,
244,1377,
245,1377,
246,1377,
247,1377,
248,1377,
249,1377,
250,1377,
251,1377,
252,1377,
253,1377,
254,1377,
255,1377,
256,1377,
257,1377,
258,1377,
259,1377,
260,1377,
261,1377,
262,1377,
263,1377,
264,1377,
265,1377,
266,1377,
267,1377,
268,1377,
269,1377,
270,1377,
271,1377,
272,1377,
273,1377,
274,1377,
275,1377,
276,1377,
277,1377,
278,1377,
279,1377,
280,1377,
281,1377,
282,1377,
283,1377,
284,1377,
285,1377,
286,1377,
287,1377,
288,1377,
289,1377,
290,1377,
291,1377,
292,1377,
293,1377,
294,1377,
295,1377,
296,1377,
297,1377,
298,1377,
299,1377,
300,1377,
301,1377,
302,1377,
303,1377,
304,1377,
305,1377,
306,1377,
307,1377,
308,1377,
309,1377,
310,1377,
311,1377,
312,1377,
313,1377,
314,1377,
315,1377,
316,1377,
317,1377,
318,1377,
319,1377,
320,1377,
321,1377,
322,1377,
323,1377,
324,1377,
325,1377,
326,1377,
327,1377,
328,1377,
329,1377,
330,1377,
331,1377,
332,1377,
333,1377,
334,1377,
335,1377,
336,1377,
337,1377,
338,1377,
339,1377,
340,1377,
341,1377,
342,1377,
343,1377,
344,1377,
345,1377,
346,1377,
347,1377,
348,1377,
349,1377,
350,1377,
351,1377,
352,1377,
353,1377,
354,1377,
355,1377,
356,1377,
357,1377,
358,1377,
359,1377,
360,1377,
361,1377,
362,1377,
363,1377,
364,1377,
365,1377,
366,1377,
367,1377,
368,1377,
369,1377,
370,1377,
371,1377,
372,1377,
373,1377,
374,1377,
375,1377,
376,1377,
377,1377,
378,1377,
379,1377,
380,1377,
381,1377,
382,1377,
383,1377,
384,1377,
385,1377,
386,1377,
387,1377,
388,1377,
389,1377,
390,1377,
391,1377,
392,1377,
393,1377,
394,1377,
395,1377,
396,1377,
397,1377,
398,1377,
399,1377,
400,1377,
401,1377,
402,1377,
403,1377,
404,1377,
405,1377,
406,1377,
407,1377,
408,1377,
409,1377,
410,1377,
411,1377,
412,1377,
413,1377,
414,1377,
415,1377,
416,1377,
417,1377,
418,1377,
419,1377,
420,1377,
421,1377,
422,1377,
423,1377,
424,1377,
425,1377,
426,1377,
427,1377,
428,1377,
429,1377,
430,1377,
431,1377,
432,1377,
433,1377,
434,1377,
435,1377,
436,1377,
437,1377,
438,1377,
439,1377,
440,1377,
441,1377,
442,1377,
443,1377,
444,1377,
445,1377,
446,1377,
447,1377,
448,1377,
449,1377,
450,1377,
451,1377,
452,1377,
453,1377,
454,1377,
455,1377,
456,1377,
457,1377,
458,1377,
459,1377,
460,1377,
461,1377,
462,1377,
463,1377,
464,1377,
465,1377,
466,1377,
467,1377,
468,1377,
469,1377,
470,1377,
471,1377,
472,1377,
473,1377,
474,1377,
475,1377,
476,1377,
477,1377,
478,1377,
479,1377,
480,1377,
481,1377,
482,1377,
483,1377,
484,1377,
485,1377,
486,1377,
487,1377,
488,1377,
489,1377,
490,1377,
491,1377,
492,1377,
493,1377,
494,1377,
495,1377,
496,1377,
497,1377,
498,1377,
499,1377,
500,1377,
501,1377,
502,1377,
503,1377,
504,1377,
505,1377,
506,1377,
507,1377,
508,1377,
509,1377,
510,1377,
511,1377,
512,1377,
513,1377,
514,1377,
515,1377,
516,1377,
517,1377,
518,1377,
519,1377,
520,1377,
521,1377,
522,1377,
523,1377,
524,1377,
525,1377,
526,1377,
527,1377,
528,1377,
529,1377,
530,1377,
531,1377,
532,1377,
533,1377,
534,1377,
535,1377,
536,1377,
537,1377,
538,1377,
539,1377,
540,1377,
541,1377,
542,1377,
543,1377,
544,1377,
545,1377,
546,1377,
547,1377,
548,1377,
549,1377,
550,1377,
